2024-08-01T00:00:00.097000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000378341
2024-08-11T23:00:00.064000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001371497
2024-08-12T00:00:00.022000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000252112
2024-08-12T01:00:00.028000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002099612
2024-08-12T02:00:00.097000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002914436
2024-08-12T03:00:00.059000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002286462
2024-08-12T04:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001275548
2024-08-12T05:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001376562
2024-08-12T06:00:00.016000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000851194
2024-08-12T07:00:00.031000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001757754
2024-08-12T08:00:00.042000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000316354
2024-08-12T09:00:00.197000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001906782
2024-08-12T10:00:00+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002220084
2024-08-12T11:00:00.120000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003920632
2024-08-12T12:00:00.075000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0004503503
2024-08-12T13:00:00.044000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0004693678
2024-08-12T14:00:00.126000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002182641
2024-08-12T15:00:00.046000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002373269
2024-08-12T16:00:00.009000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002886516
2024-08-12T17:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002024984
2024-08-12T18:00:00.154000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001774248
2024-08-12T19:00:00.006000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003160515
2024-08-12T20:00:00.127000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002281368
2024-08-12T21:00:00.104000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002890678
2024-08-12T22:00:00.020000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003377155
2024-08-12T23:00:00.045000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000507839
2024-08-13T00:00:00.057000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0005192164
2024-08-13T01:00:00.043000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003043564
2024-08-13T02:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001138193
2024-08-13T03:00:00.121000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001673998
2024-08-13T04:00:00.126000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000240214
2024-08-13T05:00:00.036000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000097
2024-08-13T06:00:00.044000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.00000427
2024-08-13T07:00:00.166000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003762607
2024-08-13T08:00:00.050000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000229815
2024-08-13T09:00:00.001000+00:00 → rate: 0.00000199, annualized: 1.7396%, premium: -0.0004841131
2024-08-13T10:00:00.020000+00:00 → rate: 0.00001007, annualized: 8.8174%, premium: -0.0004194759
2024-08-13T11:00:00.111000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003802747
2024-08-13T12:00:00.113000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003548481
2024-08-13T13:00:00.078000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000211886
2024-08-13T14:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002017495
2024-08-13T15:00:00.054000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001250696
2024-08-13T16:00:00.076000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002127594
2024-08-13T17:00:00.020000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000049389
2024-08-13T18:00:00.046000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001723831
2024-08-13T19:00:00.091000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002991637
2024-08-13T20:00:00.014000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000049547
2024-08-13T21:00:00.042000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000578437
2024-08-13T22:00:00.118000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001724583
2024-08-13T23:00:00.047000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002390386
2024-08-14T00:00:00.037000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002098433
2024-08-14T01:00:00.016000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000267589
2024-08-14T02:00:00.137000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000267956
2024-08-14T03:00:00.016000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001315825
2024-08-14T04:00:00.185000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001130075
2024-08-14T05:00:00.054000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000179212
2024-08-14T06:00:00.021000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000000916
2024-08-14T07:00:00.100000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001276618
2024-08-14T08:00:00.153000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000348393
2024-08-14T09:00:00.170000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002354606
2024-08-14T10:00:00.026000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001899268
2024-08-14T11:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001459883
2024-08-14T12:00:00.074000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001410725
2024-08-14T13:00:00.098000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002682027
2024-08-14T14:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003251666
2024-08-14T15:00:00.047000+00:00 → rate: 0.00000780, annualized: 6.8309%, premium: -0.0004376175
2024-08-14T16:00:00.020000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000358425
2024-08-14T17:00:00.059000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001453417
2024-08-14T18:00:00.050000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000059526
2024-08-14T19:00:00.082000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001311807
2024-08-14T20:00:00.117000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000508182
2024-08-14T21:00:00.090000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002532812
2024-08-14T22:00:00.120000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001479522
2024-08-14T23:00:00.082000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000347881
2024-08-15T00:00:00.018000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000303583
2024-08-15T01:00:00.165000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000184256
2024-08-15T02:00:00.057000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003859809
2024-08-15T03:00:00.089000+00:00 → rate: 0.00000650, annualized: 5.6956%, premium: -0.0004479857
2024-08-15T04:00:00.095000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003295971
2024-08-15T05:00:00.117000+00:00 → rate: 0.00000732, annualized: 6.4125%, premium: -0.0004414382
2024-08-15T06:00:00.104000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003366448
2024-08-15T07:00:00.103000+00:00 → rate: 0.00000983, annualized: 8.6077%, premium: -0.000421391
2024-08-15T08:00:00.015000+00:00 → rate: -0.00005843, annualized: -51.1828%, premium: -0.0009674222
2024-08-15T09:00:00.067000+00:00 → rate: -0.00003754, annualized: -32.8875%, premium: -0.0008003426
2024-08-15T10:00:00.058000+00:00 → rate: -0.00004101, annualized: -35.9256%, premium: -0.0008280877
2024-08-15T11:00:00.003000+00:00 → rate: -0.00004009, annualized: -35.1173%, premium: -0.0008207056
2024-08-15T12:00:00.001000+00:00 → rate: -0.00003138, annualized: -27.4912%, premium: -0.0007510613
2024-08-15T14:00:00.074000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.00026351
2024-08-15T15:00:00.060000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002261784
2024-08-15T16:00:00.126000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001888755
2024-08-15T17:00:00.052000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000164569
2024-08-15T18:00:00.071000+00:00 → rate: 0.00000245, annualized: 2.1444%, premium: -0.000480417
2024-08-15T19:00:00.055000+00:00 → rate: -0.00002612, annualized: -22.8822%, premium: -0.0007089693
2024-08-15T20:00:00.115000+00:00 → rate: -0.00001954, annualized: -17.1186%, premium: -0.0006563343
2024-08-15T21:00:00.042000+00:00 → rate: -0.00001973, annualized: -17.2835%, premium: -0.0006578398
2024-08-15T22:00:00.063000+00:00 → rate: 0.00000946, annualized: 8.2910%, premium: -0.0004242833
2024-08-15T23:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000348793
2024-08-16T00:00:00.016000+00:00 → rate: -0.00000099, annualized: -0.8680%, premium: -0.0005079268
2024-08-16T01:00:00.075000+00:00 → rate: 0.00000971, annualized: 8.5097%, premium: -0.0004222857
2024-08-16T02:00:00.013000+00:00 → rate: 0.00000710, annualized: 6.2185%, premium: -0.0004432099
2024-08-16T03:00:00.050000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002825209
2024-08-16T04:00:00.117000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003230681
2024-08-16T05:00:00.010000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002909993
2024-08-16T06:00:00.071000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001951874
2024-08-16T07:00:00.075000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001527885
2024-08-16T08:00:00.021000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002142593
2024-08-16T09:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003807195
2024-08-16T10:00:00.018000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003792455
2024-08-16T11:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002559151
2024-08-16T12:00:00.024000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002049796
2024-08-16T13:00:00.035000+00:00 → rate: -0.00001759, annualized: -15.4064%, premium: -0.0006406973
2024-08-16T14:00:00.013000+00:00 → rate: -0.00001171, annualized: -10.2621%, premium: -0.0005937176
2024-08-16T15:00:00.056000+00:00 → rate: -0.00002731, annualized: -23.9232%, premium: -0.0007184765
2024-08-16T16:00:00.077000+00:00 → rate: -0.00004228, annualized: -37.0347%, premium: -0.0008382157
2024-08-16T17:00:00.009000+00:00 → rate: -0.00001845, annualized: -16.1603%, premium: -0.000647582
2024-08-16T18:00:00.048000+00:00 → rate: -0.00003048, annualized: -26.7035%, premium: -0.0007438679
2024-08-16T19:00:00.162000+00:00 → rate: -0.00000688, annualized: -6.0272%, premium: -0.0005550436
2024-08-16T20:00:00.047000+00:00 → rate: 0.00000984, annualized: 8.6160%, premium: -0.000421315
2024-08-16T21:00:00.084000+00:00 → rate: 0.00000383, annualized: 3.3580%, premium: -0.0004693338
2024-08-16T22:00:00.014000+00:00 → rate: -0.00004308, annualized: -37.7409%, premium: -0.0008446658
2024-08-16T23:00:00.144000+00:00 → rate: -0.00001604, annualized: -14.0474%, premium: -0.0006282866
2024-08-17T00:00:00.143000+00:00 → rate: -0.00000639, annualized: -5.6012%, premium: -0.0005511529
2024-08-17T01:00:00.097000+00:00 → rate: -0.00001874, annualized: -16.4193%, premium: -0.0006499483
2024-08-17T02:00:00.098000+00:00 → rate: -0.00000081, annualized: -0.7085%, premium: -0.0005064701
2024-08-17T03:00:00.051000+00:00 → rate: -0.00001390, annualized: -12.1794%, premium: -0.0006112271
2024-08-17T04:00:00.111000+00:00 → rate: -0.00003266, annualized: -28.6112%, premium: -0.0007612897
2024-08-17T05:00:00.079000+00:00 → rate: -0.00003077, annualized: -26.9515%, premium: -0.0007461322
2024-08-17T06:00:00.049000+00:00 → rate: -0.00001989, annualized: -17.4199%, premium: -0.0006590857
2024-08-17T07:00:00.001000+00:00 → rate: -0.00001245, annualized: -10.9037%, premium: -0.0005995779
2024-08-17T08:00:00.005000+00:00 → rate: -0.00002106, annualized: -18.4521%, premium: -0.0006685123
2024-08-17T09:00:00.015000+00:00 → rate: -0.00000045, annualized: -0.3910%, premium: -0.000503571
2024-08-17T10:00:00.064000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003750651
2024-08-17T11:00:00.073000+00:00 → rate: 0.00000255, annualized: 2.2364%, premium: -0.0004795758
2024-08-17T12:00:00.025000+00:00 → rate: -0.00000184, annualized: -1.6125%, premium: -0.0005147265
2024-08-17T13:00:00.040000+00:00 → rate: 0.00001215, annualized: 10.6421%, premium: -0.000402812
2024-08-17T14:00:00.037000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002616747
2024-08-17T15:00:00.001000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002975107
2024-08-17T16:00:00.012000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002398575
2024-08-17T17:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000194374
2024-08-17T18:00:00.019000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000227902
2024-08-17T19:00:00.022000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003199468
2024-08-17T20:00:00.081000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003498066
2024-08-17T21:00:00.078000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003789097
2024-08-17T22:00:00.118000+00:00 → rate: -0.00001629, annualized: -14.2686%, premium: -0.0006303073
2024-08-17T23:00:00.040000+00:00 → rate: -0.00001296, annualized: -11.3542%, premium: -0.0006036912
2024-08-18T00:00:00.002000+00:00 → rate: -0.00001150, annualized: -10.0710%, premium: -0.0005919732
2024-08-18T01:00:00.095000+00:00 → rate: 0.00001234, annualized: 10.8060%, premium: -0.0004013154
2024-08-18T02:00:00.038000+00:00 → rate: -0.00000377, annualized: -3.3014%, premium: -0.0005301497
2024-08-18T03:00:00.004000+00:00 → rate: -0.00000636, annualized: -5.5721%, premium: -0.0005508871
2024-08-18T04:00:00.002000+00:00 → rate: -0.00000162, annualized: -1.4221%, premium: -0.0005129869
2024-08-18T05:00:00.146000+00:00 → rate: -0.00001965, annualized: -17.2148%, premium: -0.000657213
2024-08-18T06:00:00.068000+00:00 → rate: -0.00002704, annualized: -23.6865%, premium: -0.0007163154
2024-08-18T07:00:00.009000+00:00 → rate: -0.00002137, annualized: -18.7213%, premium: -0.0006709703
2024-08-18T08:00:00.061000+00:00 → rate: -0.00001654, annualized: -14.4886%, premium: -0.0006323157
2024-08-18T09:00:00.176000+00:00 → rate: -0.00000769, annualized: -6.7363%, premium: -0.0005615185
2024-08-18T10:00:00.024000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003097499
2024-08-18T11:00:00.154000+00:00 → rate: -0.00001403, annualized: -12.2926%, premium: -0.0006122606
2024-08-18T12:00:00.065000+00:00 → rate: -0.00002223, annualized: -19.4707%, premium: -0.0006778142
2024-08-18T13:00:00.010000+00:00 → rate: -0.00000622, annualized: -5.4506%, premium: -0.0005497775
2024-08-18T14:00:00.021000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000094564
2024-08-18T15:00:00.025000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002602357
2024-08-18T16:00:00.024000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000202094
2024-08-18T17:00:00.082000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001088517
2024-08-18T18:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003055922
2024-08-18T19:00:00.072000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003114632
2024-08-18T20:00:00.164000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002296508
2024-08-18T21:00:00.044000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000833244
2024-08-18T22:00:00.156000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002583909
2024-08-18T23:00:00.043000+00:00 → rate: 0.00000777, annualized: 6.8036%, premium: -0.0004378662
2024-08-19T00:00:00.078000+00:00 → rate: 0.00000527, annualized: 4.6128%, premium: -0.0004578739
2024-08-19T01:00:00.072000+00:00 → rate: -0.00000020, annualized: -0.1725%, premium: -0.0005015748
2024-08-19T02:00:00.068000+00:00 → rate: 0.00001103, annualized: 9.6580%, premium: -0.0004117996
2024-08-19T03:00:00.041000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003539954
2024-08-19T04:00:00.080000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002636403
2024-08-19T05:00:00.127000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003811965
2024-08-19T06:00:00.068000+00:00 → rate: 0.00000322, annualized: 2.8191%, premium: -0.0004742546
2024-08-19T07:00:00.122000+00:00 → rate: 0.00001014, annualized: 8.8849%, premium: -0.000418859
2024-08-19T08:00:00.097000+00:00 → rate: -0.00000427, annualized: -3.7426%, premium: -0.000534179
2024-08-19T09:00:00.096000+00:00 → rate: 0.00001099, annualized: 9.6309%, premium: -0.0004120466
2024-08-19T10:00:00.062000+00:00 → rate: 0.00000459, annualized: 4.0218%, premium: -0.0004632715
2024-08-19T11:00:00.118000+00:00 → rate: -0.00001123, annualized: -9.8382%, premium: -0.0005898464
2024-08-19T12:00:00.084000+00:00 → rate: 0.00000250, annualized: 2.1880%, premium: -0.0004800183
2024-08-19T13:00:00.028000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000272797
2024-08-19T14:00:00.059000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002997503
2024-08-19T15:00:00+00:00 → rate: -0.00001954, annualized: -17.1189%, premium: -0.0006563364
2024-08-19T16:00:00.111000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000384901
2024-08-19T17:00:00.022000+00:00 → rate: 0.00000979, annualized: 8.5762%, premium: -0.0004216782
2024-08-19T18:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002234166
